,OffSex,OffRace,INCIDENT_DATE_LESS_,OFF_INJURE_DESC,OFF_HOSPIT,CitRace,CitSex,SUBJ_INJURE_DESC,CIT_ARREST,CIT_INFL_A,CITChargeT,SERVICE_TY,UOF_REASON,ForceType1
154,Male,Hispanic,3,No injuries noted or visible,No,Black,Male,Treated by DFD,Yes,No reason,"Burglary of a Vehicle, Criminal Mischief, Evading Arrest, Resisting Arrest, Warrant/Hold",Arrest,Arrest,Held Suspect Down
155,Male,Hispanic,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,Public Intoxication,Service Call,Weapon Display,Weapon display at Person
156,Female,White,1,No injuries noted or visible,No,White,Female,No injuries noted or visible,Yes,Unknown Drugs,"Crim Trespass/Bldg/Prop, Resisting Arrest, Fail to ID",Service Call,Arrest,Verbal Command
157,Male,Hispanic,3,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,Arrest,Arrest,Verbal Command
158,Male,White,1,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Unknown Drugs,"Assault/FV, Drug Possession - Misdemeanor, Resisting Arrest, Warrant/Hold",Arrest,Arrest,Take Down - Arm
159,Male,White,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol,"Public Intoxication, Resisting Arrest, Warrant/Hold",Service Call,Arrest,Handcuffing Take Down
160,Male,Black,4,No injuries noted or visible,No,Black,Male,"Taser Burn Marks, Treated by DFD",Yes,Unknown Drugs,"Warrant/Hold, Resisting Arrest, DWI",Service Call,Danger to self or others,BD - Grabbed
161,Male,White,1,Abrasion/Scrape,No,White,Male,chipped front tooth,Yes,No reason,"Drug Possession - Misdemeanor, Evading Arrest, Unauthorize Use Vehicle",Call for Cover,Arrest,BD - Grabbed
162,Male,White,3,No injuries noted or visible,No,White,Male,No injuries noted or visible,No,Alchohol,No Arrest,Service Call,Detention/Frisk,Weapon display at Person
163,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,Arrest,Danger to self or others,Verbal Command
164,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,"Fail to ID, Resisting Arrest, Warrant/Hold",Arrest,Arrest,Verbal Command
165,Male,White,12,No injuries noted or visible,No,White,Male,"Taser Burn Marks, Abrasion/Scrape",Yes,Unknown Drugs,"Warrant/Hold, Resisting Arrest",Arrest,Arrest,Verbal Command
166,Male,White,3,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Arrest,Weapon display at Person
167,Male,White,7,Laceration/Cut,No,Black,Male,"Injured prior to contact, Non-Visible Injury/Pain",Yes,Alchohol and unknown drugs,"Assault, Fail to ID, Theft, Public Intoxication, Resisting Search and Transport, Other Misdemeanor Arrest, Other Felony Arrest",Arrest,Arrest,Verbal Command
168,Male,Asian,3,Sprain/Strain,No,Black,Male,Abrasion/Scrape,Yes,None detected,"Warrant/Hold, Evading Arrest",Arrest,Arrest,Held Suspect Down
169,Male,White,2,No injuries noted or visible,No,White,Male,"Bruise, Redness/Swelling, Laceration/Cut, Hospitalized",Yes,Alchohol,"Assault/Public Servant, Criminal Mischief, Fail to ID, Resisting Arrest, Public Intoxication",Arrest,Active Aggression,BD - Grabbed
170,Male,Black,11,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,Assault/FV,Arrest,Active Aggression,Hand Controlled Escort
171,Male,White,16,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol,"DWI, DWLS, Resisting Search and Transport",Arrest,Arrest,Hand Controlled Escort
172,Male,White,2,No injuries noted or visible,No,White,Male,"Abrasion/Scrape, Redness/Swelling, Bruise, OC Spray Treatment, Treated by DFD",Yes,Unknown Drugs,"Public Intoxication, Resisting Arrest, Other Misdemeanor Arrest",Arrest,Arrest,Verbal Command
173,Male,Hispanic,6,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Marijuana,Other Misdemeanor Arrest,Arrest,Arrest,Weapon display at Person
174,Male,White,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,No reason,"Resisting Arrest, Manifest/Drug Sales, Drug Possession - Misdemeanor, Man/Del/Dangerous Drug",Arrest,Arrest,BD - Grabbed
175,Male,White,2,No injuries noted or visible,No,Hispanic,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Danger to self or others,Held Suspect Down
176,Male,Hispanic,19,Fluid Exposure,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,"Assault, Resisting Arrest",Arrest,Active Aggression,Hand Controlled Escort
177,Male,White,2,Sprain/Strain,No,Black,Male,No injuries noted or visible,Yes,No reason,"Evading Arrest, Burglary of a Vehicle, Other Misdemeanor Arrest, Warrant/Hold",Arrest,Arrest,Take Down - Body
178,Male,Hispanic,3,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,Assault/FV,Arrest,Arrest,Weapon display at Person
179,Male,White,4,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol,Assault/FV,Arrest,Arrest,Pressure Points
180,Male,White,1,No injuries noted or visible,No,Hispanic,Male,TAZER PRONG MARKS,Yes,FD-Unknown if Armed,Other Misdemeanor Arrest,Suspicious Activity,Detention/Frisk,Hand Controlled Escort
181,Male,White,1,No injuries noted or visible,No,Hispanic,Female,No injuries noted or visible,No,NULL,No Arrest,Service Call,Detention/Frisk,Verbal Command
182,Male,Hispanic,34,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,APOWW,Call for Cover,Active Aggression,Held Suspect Down
183,Male,White,4,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,"Assault/FV, Resisting Arrest",Arrest,Arrest,Joint Locks
184,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Evading Arrest, Drug Possession - Misdemeanor, Other Misdemeanor Arrest",Call for Cover,Arrest,Pressure Points
185,Male,Other,10,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,"Public Intoxication, Resisting Search and Transport, Drug Possession - Misdemeanor, Warrant/Hold",Crime in Progress,Detention/Frisk,Joint Locks
186,Female,Black,7,Sprain/Strain,No,Black,Male,Non-Visible Injury/Pain,Yes,None detected,"Warrant/Hold, Other Felony Arrest, Other Misdemeanor Arrest",Traffic Stop,Arrest,Verbal Command
187,Male,Hispanic,7,No injuries noted or visible,No,White,Male,Abrasion/Scrape,Yes,None detected,"Resisting Arrest, Traffic Violation",Suspicious Activity,Active Aggression,Take Down - Body
188,Male,Hispanic,1,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,None detected,"Traffic Violation, Warrant/Hold",Traffic Stop,Arrest,Verbal Command
189,Male,White,10,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Unknown Drugs,"Warrant/Hold, Resisting Arrest, Public Intoxication, Take Weapon from PO, Other Misdemeanor Arrest",Pedestrian Stop,Danger to self or others,Verbal Command
190,Male,White,4,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,No reason,"Warrant/Hold, Resisting Arrest",Arrest,Arrest,Verbal Command
191,Male,White,3,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,No Arrest,Arrest,Arrest,BD - Grabbed
192,Male,Hispanic,3,Abrasion/Scrape,No,Hispanic,Male,Abrasion/Scrape,Yes,None detected,Warrant/Hold,Service Call,Detention/Frisk,Verbal Command
193,Male,White,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,APOWW,Traffic Stop,Danger to self or others,Weapon display at Person
194,Male,White,4,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,None detected,Assault/FV,Service Call,Other,Verbal Command
195,Male,White,8,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,Yes,Alchohol,"Evading Arrest, Drug Possession - Misdemeanor, Drug Possession - Felony, Warrant/Hold, Other Felony Arrest",Arrest,Arrest,Take Down - Body
196,Male,White,7,No injuries noted or visible,No,White,Male,Abrasion/Scrape,Yes,Mentally unstable,"Other Misdemeanor Arrest, Resisting Arrest",Arrest,Arrest,BD - Grabbed
197,Male,White,27,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,No reason,No Arrest,Pedestrian Stop,Weapon Display,Weapon display at Person
198,Male,White,8,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Marijuana,Drug Possession - Misdemeanor,Arrest,Arrest,Weapon display at Person
199,Male,Hispanic,14,No injuries noted or visible,No,White,Male,No injuries noted or visible,No,None detected,No Arrest,Suspicious Activity,Weapon Display,Verbal Command
200,Male,White,27,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,No reason,Public Intoxication,Service Call,Crowd Disbursement,Hand/Arm/Elbow Strike
201,Male,White,2,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,FD-Suspect w/ Gun,"Assault/FV, Other Felony Arrest, Robbery",Crime in Progress,Weapon Display,Weapon display at Person
202,Male,White,10,No injuries noted or visible,No,Black,Female,Puncture,Yes,Unknown Drugs,"Warrant/Hold, Evading Arrest, Resisting Arrest, Drug Possession - Misdemeanor",Arrest,Active Aggression,Taser
203,Male,White,26,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,Yes,Mentally unstable,Warrant/Hold,Arrest,Arrest,Handcuffing Take Down
204,Male,White,4,No injuries noted or visible,No,White,Male,Injury Not Related to Force,Yes,Alchohol,"Resisting Arrest, Assault/FV",Arrest,Active Aggression,Verbal Command
205,Male,Black,17,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol,"Resisting Arrest, Public Intoxication",Arrest,Detention/Frisk,Hand Controlled Escort
206,Male,White,31,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Evading Arrest, Warrant/Hold",Arrest,Weapon Display,Weapon display at Person
207,Male,White,11,No injuries noted or visible,No,White,Male,Abrasion/Scrape,Yes,Alchohol,Assault,Arrest,Arrest,BD - Grabbed
208,Male,White,3,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,Public Intoxication,Arrest,Danger to self or others,Verbal Command
209,Male,White,4,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Evading Arrest, Drug Possession - Misdemeanor",Arrest,Arrest,Verbal Command
210,Male,Black,11,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Arrest,Verbal Command
211,Male,White,12,No injuries noted or visible,No,Black,Male,Laceration/Cut,Yes,Unknown Drugs,"Resisting Arrest, Warrant/Hold",Arrest,Arrest,Verbal Command
212,Male,White,8,No injuries noted or visible,No,Hispanic,Male,Laceration/Cut,Yes,Alchohol and unknown drugs,"Evading Arrest, Drug Possession - Felony",Suspicious Activity,Arrest,BD - Pushed
213,Female,Black,6,No injuries noted or visible,No,White,Male,No injuries noted or visible,No,Mentally unstable,No Arrest,Service Call,Arrest,Weapon display at Person
214,Male,White,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,Warrant/Hold,Call for Cover,Active Aggression,Feet/Leg/Knee Strike
215,Male,White,3,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,Yes,FD-Unknown if Armed,"Assault/Public Servant, Other Felony Arrest",Arrest,Assault to Other Person,Verbal Command
216,Female,White,3,No injuries noted or visible,No,Hispanic,Male,Non-Visible Injury/Pain,Yes,Alchohol and unknown drugs,Resisting Arrest,Call for Cover,Detention/Frisk,Taser Display at Person
217,Male,Black,14,"Abrasion/Scrape, Bruise, stunned",No,Black,Female,No injuries noted or visible,Yes,NULL,Assault/Public Servant,Arrest,Active Aggression,Hand/Arm/Elbow Strike
218,Male,White,1,Abrasion/Scrape,No,Black,Male,Abrasion/Scrape,Yes,No reason,Warrant/Hold,Arrest,Arrest,BD - Pushed
219,Male,White,4,No injuries noted or visible,No,White,Male,Abrasion/Scrape,Yes,Mentally unstable,"Other Misdemeanor Arrest, Resisting Arrest",Arrest,Arrest,Taser Display at Person
220,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,NULL,No Arrest,NULL,NULL,Weapon display at Person
221,Male,Black,3,Laceration/Cut,No,Hispanic,Female,No injuries noted or visible,Yes,Alchohol,Warrant/Hold,Arrest,Arrest,Take Down - Group
222,Male,Hispanic,8,No injuries noted or visible,No,Hispanic,Male,Abrasion/Scrape,Yes,No reason,"Evading Arrest, Warrant/Hold, Drug Possession - Felony",Arrest,Arrest,Verbal Command
223,Male,White,28,Abrasion/Scrape,No,White,Male,Abrasion/Scrape,Yes,FD-Suspect w/ Other Weapon,Assault,Service Call,Arrest,Take Down - Body
224,Male,Black,1,No injuries noted or visible,No,Black,Female,OC Spray Treatment,Yes,None detected,Disorderly Conduct,Arrest,Active Aggression,Verbal Command
225,Female,White,1,No injuries noted or visible,No,Black,Male,Taser Burn Marks,Yes,Unknown Drugs,"Burglary/Habitation, Assault",Service Call,Arrest,Verbal Command
226,Male,White,25,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,No reason,Assault/FV,Service Call,Arrest,BD - Grabbed
227,Male,White,8,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Call for Cover,Active Aggression,BD - Pushed
228,Male,Black,6,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Alchohol,Assault/FV,Service Call,Active Aggression,Weapon display at Person
229,Male,White,7,No injuries noted or visible,No,White,Male,Injury Not Related to Force,Yes,Alchohol,"Resisting Arrest, Assault/FV",Arrest,Active Aggression,Held Suspect Down
230,Female,White,2,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Service Call,Arrest,Take Down - Arm
231,Female,Other,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,Burglary/Habitation,Arrest,Other,Weapon display at Person
232,Male,White,31,No injuries noted or visible,No,Hispanic,Female,No injuries noted or visible,Yes,Unknown Drugs,"Resisting Arrest, Warrant/Hold",Arrest,Arrest,BD - Grabbed
233,Male,White,7,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,"Warrant/Hold, Resisting Arrest, Drug Possession - Felony, Other Misdemeanor Arrest",Arrest,Arrest,Take Down - Arm
234,Male,White,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol,"Public Intoxication, Resisting Arrest, Warrant/Hold",Arrest,Arrest,Verbal Command
235,Male,White,2,No injuries noted or visible,No,Other,Male,No injuries noted or visible,No,FD-Unknown if Armed,No Arrest,Service Call,Other,Verbal Command
236,Male,Black,11,No injuries noted or visible,No,Black,Male,"Abrasion/Scrape, Puncture",Yes,FD-Suspect Unarmed,"Fail to ID, Warrant/Hold, Resisting Arrest",Arrest,Other,Take Down - Arm
237,Male,Hispanic,3,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,APOWW,Service Call,Weapon Display,Weapon display at Person
238,Male,Black,4,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,No reason,No Arrest,Service Call,Weapon Display,Verbal Command
239,Female,White,1,No injuries noted or visible,No,Black,Female,Laceration/Cut,No,Alchohol,"Assault, Resisting Search and Transport, Other Felony Arrest, DWLI",Arrest,Other,Held Suspect Down
240,Male,White,7,No injuries noted or visible,No,White,Male,Injury Not Related to Force,Yes,Alchohol,"Resisting Search and Transport, Assault/FV",Call for Cover,Arrest,Verbal Command
241,Male,White,9,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Danger to self or others,BD - Grabbed
242,Male,White,2,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Assault/Public Servant, Resisting Arrest",Service Call,Detention/Frisk,Held Suspect Down
243,Male,White,6,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,Crim Trespass/Bldg/Prop,Arrest,Arrest,Take Down - Arm
244,Male,White,3,No injuries noted or visible,No,Hispanic,Female,No injuries noted or visible,No,Mentally unstable,No Arrest,Service Call,Detention/Frisk,Verbal Command
245,Male,White,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,No reason,"Drug Possession - Misdemeanor, Resisting Arrest, Warrant/Hold",Arrest,Arrest,BD - Grabbed
246,Female,White,3,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,"DWI, Resisting Arrest, Escape, Drug Possession - Misdemeanor",Arrest,Arrest,BD - Grabbed
